spotify_id,name,followers,popularity,genres,chart_hits,simplified_genres,main_genre
3WaNZnwUPrpOIS5ZcIyjTO,Suicideyear,25734.0,60,"['phonk', 'wave']",,"['Other', 'Other']",Other
1J2VVASYAamtQ3Bt8wGgA6,Ja Rule,1492854.0,68,"['dance pop', 'east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap', 'urban contemporary']",,"['Pop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Other']",Hip-Hop
2s0yxtiHiyGe6CY4mbDYFi,Remy Boyz,16069.0,57,[],,[],Other
1LKo6ZA3RNvKtLa6zDu32S,Kranium,170341.0,58,"['basshall', 'dancehall']",,"['Other', 'Reggae']",Reggae
6aIm51fHkokqlJn2vzNTH8,Webbie,985435.0,56,"['baton rouge rap', 'crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",,"['Hip-Hop', 'Other', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop']",Hip-Hop
6QzMY3tnu0m56eKUnr4uCF,Alfie Templeman,136643.0,62,['modern alternative pop'],,['Pop'],Pop
4HQeSXwG2BVH0KvxHE5oCf,Suzanne D'Mello,4230.0,60,"['filmi', 'modern bollywood']",,"['Other', 'Other']",Other
6xQvQwZQQuq9R3TdPNbcR8,Bassjackers,716935.0,59,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house']",,"['Electronic', 'Electronic', 'Electronic', 'Other', 'Electronic']",Electronic
13y0kncDD4J9wxCyfKr10W,Bette Midler,628261.0,57,"['adult standards', 'mellow gold', 'new wave pop', 'soft rock']",,"['Other', 'Other', 'Pop', 'Rock']",Pop
2wPsNCwhEGb0KvChZ5DD52,K. J. Yesudas,3427311.0,66,"['filmi', 'mollywood']",,"['Other', 'Other']",Other
1huEHiP7LUQ8QJHXbzrtDu,Die Atzen,133036.0,57,"['german dance', 'german techno', 'partyschlager']",,"['Other', 'Electronic', 'Other']",Electronic
25Maank76ry2Tmbi2Ql1SF,The Interrupters,271825.0,56,"['punk', 'ska', 'ska punk', 'skate punk']",,"['Rock', 'Other', 'Rock', 'Rock']",Rock
3h88VTqRj3GbUd2W41ZY5U,Los Pescadores Del Rio Conchos,142697.0,58,"['musica mexicana', 'norteno', 'norteno-sax']",,"['Other', 'Other', 'Other']",Other
75mafsNqNE1WSEVxIKuY5C,IDLES,475165.0,59,"['bristol indie', 'modern rock']",,"['Other', 'Rock']",Rock
1okJ4NC308qbtY9LyHn6DO,BloodPop®,26121.0,59,['electropop'],,['Pop'],Pop
2yh2yg3b2viRskto7M1cx7,TM,26115.0,59,"['german drill', 'german hip hop', 'german trap']",,"['Hip-Hop', 'Hip-Hop', 'Hip-Hop']",Hip-Hop
2sOq4hJZRAybcz8AvKjDK4,Ahmet Hatipoğlu,15935.0,56,['turkish singer-songwriter'],,['Other'],Other
5Wpn7BDRJ8oq7CcF1EufWI,Chris Linton,18006.0,57,['uk dance'],,['Other'],Other
69WMBCOrVeaxtZJCowDJ0a,Khesari Lal Yadav,218118.0,57,['bhojpuri pop'],,['Pop'],Pop
3L2SIGZah4QZSvN4wC8rHl,City Spud,1274.0,58,[],,[],Other
0Fb9qTWnjsB90xH3zWr4oa,Kareen Lomax,9170.0,58,[],,[],Other
6e5ygqf81ECK33tTPpbLLq,Sleep Baby Sleep,21552.0,58,['sleep'],,['Other'],Other
6CxZzQFUTM6AzgluGwtq5w,Charlie Wilson,965352.0,59,"['contemporary r&b', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",,"['R&B', 'R&B', 'Other', 'R&B', 'Other']",R&B
5FkUhnHQ0KC63549LHHtst,Skillibeng,206319.0,62,"['dancehall', 'jamaican dancehall', 'traphall', 'trinibad']",,"['Reggae', 'Reggae', 'Other', 'Other']",Reggae
6djeIA7Gl9v9gvnpRc1eIF,The Lyndhurst Orchestra,6894.0,61,[],,[],Other
4reog9Hn84AuUWvGX5a2Yq,Zed,6658.0,58,"['french hip hop', 'pop urbaine', 'rap francais']",,"['Hip-Hop', 'Other', 'Other']",Hip-Hop
2gZzTzeACSwFqkMroVxmnm,Darren Styles,101818.0,59,"['happy hardcore', 'hardcore techno']",,"['Other', 'Electronic']",Electronic
0ynzbXwyCzxicMKHBoOkSH,EKKSTACY,79989.0,64,['sad rap'],,['Hip-Hop'],Hip-Hop
6qGkLCMQkNGOJ079iEcC5k,Ben Platt,452137.0,65,"['hollywood', 'pop', 'show tunes']",,"['Other', 'Pop', 'Other']",Pop
6rM2yY0GnVcOHMU5GD3y9E,Martinho Da Vila,625717.0,58,"['bossa nova', 'mpb', 'pagode', 'samba', 'umbanda', 'velha guarda']",,"['Other', 'Other', 'Other', 'Other', 'Other', 'Other']",Other
3rxIQc9kWT6Ueg4BhnOwRK,Quincy Jones,280506.0,56,"['disco', 'funk', 'quiet storm', 'soul']",,"['Other', 'Other', 'Other', 'R&B']",R&B
2Cm6C9PNHioyjRKBfO7n9N,Dylan Brady,55037.0,58,"['escape room', 'hyperpop', 'proto-hyperpop']",,"['Other', 'Pop', 'Pop']",Pop
2j9QVMZlqIj4Cb9UISBrXK,Clinton Cerejo,338418.0,58,"['filmi', 'modern bollywood']",,"['Other', 'Other']",Other
1VZnkEk2rSyqvm8j5Dw6lx,Regengeräusche,1390.0,58,[],,[],Other
7wU1naftD3lNq7rNsiDvOR,Paul van Dyk,388092.0,58,"['german techno', 'trance', 'uplifting trance']",,"['Electronic', 'Electronic', 'Electronic']",Electronic
2MSlGNpwXDScUdspOK6TS7,Home Free,315771.0,58,['a cappella'],,['Other'],Other
0w4e7HVbqAHFPN6VkIlvhe,Suresh Wadkar,958665.0,59,"['bhajan', 'classic bollywood', 'filmi', 'hare krishna', 'modern bollywood']",,"['Other', 'Other', 'Other', 'Other', 'Other']",Other
0OzxPXyowUEQ532c9AmHUR,Giacomo Puccini,384903.0,60,"['classical', 'italian opera', 'italian romanticism', 'post-romantic era']",,"['Classical', 'Classical', 'Classical', 'Other']",Classical
1YjaVTeHBlVRRxbk7H30HN,Lunis,7253.0,62,[],,[],Other
77IKXFvO7SpWrq8hflrUXc,KB,372809.0,59,['christian hip hop'],,['Hip-Hop'],Hip-Hop
2GzKA5uPf3Nef6JjkUNk4H,Lyan,45721.0,56,"['reggaeton flow', 'trap latino']",,"['Other', 'Other']",Other
3qi5fhSI6aUecvRN0XqIJ2,MistaJam,9273.0,57,['house'],,['Electronic'],Electronic
6SvFyXN6qzhw95Bj4HoevV,China Anne McClain,635680.0,59,"['disney', 'pop', 'post-teen pop']",,"['Other', 'Pop', 'Pop']",Pop
4RwbDag6jWIYJnEGH6Wte9,Drew Holcomb & The Neighbors,123077.0,58,"['acoustic pop', 'indie folk', 'indiecoustica', 'neo mellow', 'new americana', 'stomp and holler']",,"['Pop', 'Folk', 'Other', 'Other', 'Country', 'Other']",Pop
59hLmB5DrdihCYtNeFeW1U,Glen Campbell,380250.0,60,"['adult standards', 'arkansas country', 'brill building pop', 'classic country pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'nashville sound', 'singer-songwriter', 'soft rock']",,"['Other', 'Country', 'Pop', 'Pop', 'Rock', 'Folk', 'Rock', 'Other', 'Other', 'Other', 'Rock']",Rock
0pceb68in41LfgvQbkvCzg,Yosuf,46227.0,61,[],,[],Other
7lZauDnRoAC3kmaYae2opv,Dabin,138587.0,56,"['canadian electronic', 'edm', 'electropop', 'future bass', 'melodic dubstep', 'pop dance', 'pop edm']",,"['Other', 'Electronic', 'Pop', 'Other', 'Electronic', 'Other', 'Electronic']",Electronic
09L72oOms1QBoALUSLqx8u,Ron Adelaar,15018.0,61,['neo-classical'],,['Classical'],Classical
6pNgnvzBa6Bthsv8SrZJYl,Hatsune Miku,962888.0,60,['vocaloid'],,['Other'],Other
2xE7TMnsr4hxdQW5F3urtq,Rasmus Hagen,16301.0,58,"['swedish singer-songwriter', 'uk pop']",,"['Other', 'Pop']",Pop
41fjoh5NjJhlDHYIUb9Hsk,Trio Parada Dura,908732.0,60,"['sertanejo', 'sertanejo tradicional', 'sertanejo universitario']",,"['Other', 'Other', 'Other']",Other
3mXI2gpwWnNO9qbQG3n3EP,Lila Downs,380432.0,58,"['latin alternative', 'musica indigena latinoamericana', 'nuevo folklore mexicano', 'oaxaca indie', 'trova']",,"['Other', 'Country', 'Other', 'Other', 'Other']",Country
2tfWguHr2nj4e8KXLKciVq,André Previn,31428.0,59,['orchestral performance'],,['Other'],Other
6Hf2g14O2TP25JUNZuvIgn,Alicia Villarreal,696944.0,61,"['bolero', 'musica mexicana', 'ranchera', 'tejano', 'tropical']",,"['Other', 'Other', 'Other', 'Other', 'Other']",Other
5xWPOujQqd4wXyB08slZ9Z,Peter Cetera,766469.0,61,"['adult standards', 'mellow gold', 'new wave pop', 'soft rock']",,"['Other', 'Other', 'Pop', 'Rock']",Pop
23wr9RJZg0PmYvVFyNkQ4j,Gary Moore,567628.0,59,"['album rock', 'blues rock', 'british blues', 'electric blues', 'hard rock', 'rock']",,"['Rock', 'Rock', 'Blues', 'Blues', 'Rock', 'Rock']",Rock
2DzRMyWgjuMbYvt5BLbpCo,Anthony Hamilton,1396902.0,59,"['contemporary r&b', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",,"['R&B', 'R&B', 'Other', 'R&B', 'Other']",R&B
7mnuMLgvXdCWzyB4sQCG7k,TWO LANES,51192.0,56,"['tropical house', 'uk dance']",,"['Electronic', 'Other']",Electronic
5dbuFbrHa1SJlQhQX9OUJ2,Don Henley,1314949.0,64,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'singer-songwriter', 'soft rock', 'yacht rock']",,"['Rock', 'Rock', 'Rock', 'Rock', 'Rock', 'Other', 'Pop', 'Rock', 'Rock', 'Other', 'Rock', 'Rock']",Rock
67gqUXxHedeUGDTxwBzdjS,Conway the Machine,211923.0,61,"['boom bap', 'buffalo hip hop', 'hip hop', 'underground hip hop', 'upstate ny rap']",,"['Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop']",Hip-Hop
6jlVAg80czVPRFnLp05N0V,Dale Q' Va,326847.0,56,['cuarteto'],,['Other'],Other
6OqhFYFJDnBBHas02HopPT,Kero Kero Bonito,422125.0,57,"['escape room', 'hyperpop', 'japanese electropop']",,"['Other', 'Pop', 'Pop']",Pop
1SIw8nXWjvAKeb6Dhh85cz,Sam Dew,14852.0,56,[],,[],Other
2wwWukJBsCikjlj7vlbQkM,Daniel,1323216.0,57,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",,"['Other', 'Pop', 'Other']",Pop
4y6J8jwRAwO4dssiSmN91R,Muddy Waters,1173751.0,56,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues', 'soul', 'traditional blues']",,"['Blues', 'Rock', 'Blues', 'Rock', 'Blues', 'R&B', 'Blues']",Blues
1gHVDWrG6hVra3ZxV7mQWd,Vinod Rathod,642229.0,57,"['classic bollywood', 'desi pop', 'filmi', 'modern bollywood']",,"['Other', 'Pop', 'Other', 'Other']",Pop
4vMKEXQ4cU5hb2BL4omVrT,S. D. Burman,426102.0,57,"['classic bollywood', 'filmi', 'ghazal']",,"['Other', 'Other', 'Other']",Other
3qUMmh5biaB5hqpF4LqS3m,Julie London,384929.0,57,"['adult standards', 'easy listening', 'lounge', 'torch song', 'vocal jazz']",,"['Other', 'Other', 'Other', 'Other', 'Jazz']",Jazz
6ISKc7ev3V4EGnEagkXexc,ROBI,16576.0,66,[],,[],Other
4A0TivfinfALCAMJqqjZIk,Funk Wav,9816.0,67,[],,[],Other
5aB4SpKYteOJ8pAleoKkg7,Hector & Tito,716290.0,59,"['latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino']",,"['Hip-Hop', 'Other', 'Latin', 'Other', 'Other']",Hip-Hop
6fcTRFpz0yH79qSKfof7lp,Seven Lions,433582.0,60,"['dubstep', 'edm', 'electro house', 'electropop', 'future bass', 'melodic dubstep', 'pop dance', 'pop edm', 'progressive trance']",,"['Electronic', 'Electronic', 'Electronic', 'Pop', 'Other', 'Electronic', 'Other', 'Electronic', 'Electronic']",Electronic
0ekCwZGQUkAISV1h48jlHn,Rachel Grae,68535.0,58,"['alt z', 'uk pop']",,"['Other', 'Pop']",Pop
5MP9bH9aUryiKQeUvABLIU,A.B. Quintanilla III,96831.0,56,"['tejano', 'tropical']",,"['Other', 'Other']",Other
5GHeXsPtAVd0KLe1oMikxm,Kemuel,960975.0,57,"['adoracao', 'brazilian gospel', 'coral gospel', 'groove gospel']",,"['Other', 'Other', 'Other', 'Other']",Other
55kkrbuMkdzPGD7YGA6xrJ,Gurlez Akhtar,70690.0,65,['punjabi pop'],,['Pop'],Pop
7C64wNX3howEFZjAYRKsfP,The Cataracs,108288.0,60,['pop rap'],,['Hip-Hop'],Hip-Hop
4YPqbAiLzBg5DIfsgQZ8QK,Andy Gibb,583654.0,56,"['adult standards', 'bubblegum pop', 'disco', 'mellow gold', 'quiet storm', 'soft rock']",,"['Other', 'Pop', 'Other', 'Other', 'Other', 'Rock']",Pop
0Y5Wgx4aNU8Jm4T9OxI22o,Money Musik,19908.0,59,['canadian hip hop'],,['Hip-Hop'],Hip-Hop
17vZy9fIIt6woqdWfc7UCy,Sinfonico,114042.0,56,['trap latino'],,['Other'],Other
760kxYHN5QTrD1DehiimjB,OmenXIII,249944.0,60,"['dark trap', 'emo rap', 'underground hip hop', 'viral rap']",,"['Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop']",Hip-Hop
1gUi2utSbJLNPddYENJAp4,Abhi The Nomad,118684.0,56,"['desi hip hop', 'pop rap']",,"['Hip-Hop', 'Hip-Hop']",Hip-Hop
1VeNLxolTVovUG1ROeumVp,Sav'o,34437.0,57,['uk drill'],,['Hip-Hop'],Hip-Hop
76SlrtEaq2oViRXulxjfuM,cupcakKe,751309.0,59,"['chicago rap', 'dance pop', 'pop', 'trap queen', 'viral rap']",,"['Hip-Hop', 'Pop', 'Pop', 'Other', 'Hip-Hop']",Hip-Hop
5iqStkZi6QmG8sgQZQrfGN,Danielle Bradbery,267424.0,61,"['contemporary country', 'country', 'country pop']",,"['Country', 'Country', 'Pop']",Country
1zVxAFV8uL5V816dzdHvYQ,Aaron Y Su Grupo Ilusion,536647.0,59,"['cumbia sonidera', 'musica mexicana', 'ranchera', 'tropical']",,"['Other', 'Other', 'Other', 'Other']",Other
3DgcBA7P0ji5co7Z1Gfp2Q,Kristin Chenoweth,150879.0,57,"['broadway', 'movie tunes', 'show tunes']",,"['Other', 'Other', 'Other']",Other
0I5HubncQ8E1MFZOlPDY4J,Trinidad James,292007.0,57,"['atl hip hop', 'dirty south rap', 'rap', 'southern hip hop', 'trap']",,"['Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop']",Hip-Hop
7IErGg6ZCfFyJJoKGUUBpv,sped up viral audios,28501.0,56,['sped up'],,['Other'],Other
1dpnxi6xgoB2kaRYnnoatZ,Miguel Ríos,216400.0,57,"['cantautor', 'rock andaluz', 'rock en espanol', 'spanish new wave', 'spanish pop']",,"['Other', 'Other', 'Other', 'Other', 'Pop']",Pop
5kKzlgNRX8FgC6Bni5DNNC,Dj Victor,80244.0,60,"['funk carioca', 'funk ostentacao']",,"['Other', 'Other']",Other
7Ip2u3e5Nv6fFb5xyIHxEE,DEV,260028.0,61,['electropop'],,['Pop'],Pop
6vdMPayKk8YJxxeNP5oMCb,Chamillionaire,753958.0,59,"['dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",,"['Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop']",Hip-Hop
4FidvjA9dxE6bhpHGC6ns9,CryJaxx,20251.0,56,['traprun'],,['Other'],Other
3UVRliakQfa1pMWIsNuiZ8,Musiq Soulchild,1026330.0,58,"['contemporary r&b', 'neo soul', 'r&b', 'urban contemporary']",,"['R&B', 'R&B', 'R&B', 'Other']",R&B
0kj68SnX4WCXwveyBbRX8p,MC Saci,87854.0,56,"['funk bh', 'funk mtg', 'funk ostentacao']",,"['Other', 'Other', 'Other']",Other
6rYogEVj60BCIsLukpAnwr,Scarlxrd,1160500.0,67,"['dark trap', 'scream rap', 'underground hip hop']",,"['Hip-Hop', 'Hip-Hop', 'Hip-Hop']",Hip-Hop
4nXOZlYoAD67hF9aUEncMY,Pouya,949496.0,70,"['aesthetic rap', 'dark trap', 'miami hip hop', 'underground hip hop']",,"['Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop']",Hip-Hop
4AYkFtEBnNnGuoo8HaHErd,Madness,640540.0,60,"['ska', 'ska revival']",,"['Other', 'Other']",Other
0Yb0T3wUUNiIvHjqnfkbuH,Mahalakshmi Iyer,22425.0,62,"['filmi', 'modern bollywood']",,"['Other', 'Other']",Other
3wYyutjgII8LJVVOLrGI0D,Buddy Holly,1087846.0,59,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic rock', 'folk rock', 'rock-and-roll', 'rockabilly']",,"['Other', 'Pop', 'Pop', 'Rock', 'Rock', 'Other', 'Other']",Pop
6FaLegXtqjGZBH5VFrOlwG,Ktlyn,109967.0,59,[],,[],Other
5FKchcZpQOkqFvXBj1aCvb,Excision,649869.0,60,"['brostep', 'canadian electronic', 'edm', 'electro house', 'electronic trap', 'melodic dubstep']",,"['Other', 'Other', 'Electronic', 'Electronic', 'Hip-Hop', 'Electronic']",Electronic
36CUTsdtNgCwMq6zKD1l8I,Mauro Castillo,29717.0,63,"['modern salsa', 'salsa colombiana']",,"['Latin', 'Other']",Latin
6CK4CBL0n07VdVZmfh40nm,Benjamin William Hastings,9160.0,56,[],,[],Other
52qKfVcIV4GS8A8Vay2xtt,Ice Nine Kills,599080.0,66,"['alternative metal', 'metalcore']",,"['Metal', 'Metal']",Metal
6rEXjeIJ0wL6BFdo8CRcit,Saindhavi,178951.0,62,"['filmi', 'tamil pop']",,"['Other', 'Pop']",Pop
6jDwZUFYUH1dC4xWzOd8QU,Caleb Hyles,218970.0,58,['otacore'],,['Other'],Other
6fllSzvyC7OruOFZisOELq,Ian Storm,42329.0,58,['dutch edm'],,['Electronic'],Electronic
1vb1XqzyNMQ16BqbxRz5BV,Wifisfuneral,573959.0,58,"['dark trap', 'emo rap', 'florida rap', 'miami hip hop', 'underground hip hop', 'vapor trap', 'viral rap']",,"['Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop']",Hip-Hop
2NMYOlZHIEsSq7pp5jBjic,Kizzy,8144.0,58,['trap brasileiro'],,['Other'],Other
0SmgVe3giVHaJjGmIz8xA4,Yoss Bones,208830.0,66,"['mexican hip hop', 'rap femenino mexicano']",,"['Hip-Hop', 'Other']",Hip-Hop
0ugRf6ECGBFRCHlv9iG1No,Stephen Cleobury,7978.0,56,"['cambridge choir', 'choral', 'classical organ', 'orchestral performance']",,"['Other', 'Other', 'Other', 'Other']",Other
1DHHaCy2ri351JypVkX9B0,MADAX,5788.0,59,['sped up'],,['Other'],Other
4wXchxfTTggLtzkoUhO86Q,Soccer Mommy,305235.0,56,"['art pop', 'bubblegrunge', 'indie pop', 'indie rock', 'small room']",,"['Pop', 'Rock', 'Pop', 'Rock', 'Other']",Pop
2akNRvGNB400IDDUMr1PHW,Steffany Gretzinger,372091.0,59,"['ccm', 'instrumental worship', 'world worship', 'worship']",,"['Other', 'Other', 'Other', 'Other']",Other
7tMukTswF8N6b0zI4rlCmg,Big Cvyu,4773.0,64,[],,[],Other
2Js5EdWOVgL2B2CbtXr5n1,Thalles Roberto,1320808.0,62,"['adoracao', 'brazilian gospel', 'rock cristiano', 'rock gospel brasileiro']",,"['Other', 'Other', 'Other', 'Other']",Other
3h11MHQeCrcsUgRRijI1zL,Mark Knight,125644.0,56,"['deep groove house', 'deep house', 'disco house', 'edm', 'electro house', 'funky tech house', 'house', 'progressive house', 'tech house', 'uk house', 'vocal house']",,"['Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic']",Electronic
1B25oHGZdWQzQJCajIwA3a,Clarice Jensen,3321.0,56,['modern cello'],,['Other'],Other
6OWapcJm9xd55ci9CYbAuT,Los Lobos,130168.0,58,['roots rock'],,['Rock'],Rock
4Otx4bRLSfpah5kX8hdgDC,Naughty By Nature,949022.0,57,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'new jersey rap', 'pop rap', 'rap']",,"['Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop', 'Pop', 'Hip-Hop', 'Hip-Hop', 'Hip-Hop']",Hip-Hop
2gie1bU1LwnxdFAJoTLjzT,Loon,38810.0,56,['hip pop'],,['Pop'],Pop
2D7RkvtKKb6E5UmbjQM1Jd,Georges Bizet,216094.0,58,"['classical', 'french opera', 'french romanticism', 'late romantic era']",,"['Classical', 'Classical', 'Classical', 'Other']",Classical
5hhgghBFkLDdMn93GW4x3I,OG Parker,17987.0,58,[],,[],Other
3RTklnRcfHgkQJwFpgOq3t,Nevve,63474.0,56,[],,[],Other
0wOej91SVqB1zcYkW6xUtA,Pale Waves,306445.0,56,"['electropop', 'indie pop', 'manchester indie', 'metropopolis', 'modern alternative rock', 'modern rock', 'uk pop']",,"['Pop', 'Pop', 'Other', 'Other', 'Rock', 'Rock', 'Pop']",Pop
06zC1Z0YDLeWPBLIEAkswh,Medellin,2580.0,60,[],,[],Other
2iB8eFB6flwQculkUrRssi,AUGUST 08,33496.0,56,"['la pop', 'r&b']",,"['Pop', 'R&B']",Pop
2FovgCfOwN9iqbkCBlKFdT,Ellise,1064850.0,61,"['alt z', 'electropop', 'indie poptimism', 'pop', 'social media pop', 'viral rap']",,"['Other', 'Pop', 'Other', 'Pop', 'Pop', 'Hip-Hop']",Pop
5RPzPJCg4ER1LzQkorZ31p,Worakls,271923.0,56,"['deep minimal techno', 'high-tech minimal', 'minimal techno', 'new french touch', 'tropical house']",,"['Electronic', 'Other', 'Electronic', 'Other', 'Electronic']",Electronic
63XBtGSEZINSyXylZxEUbv,Victoria Monét,581264.0,62,"['alternative r&b', 'indie r&b', 'pop', 'post-teen pop', 'r&b', 'rap']",,"['R&B', 'R&B', 'Pop', 'Pop', 'R&B', 'Hip-Hop']",R&B
47DIrvE03m9rQzgFXu9eJo,Aditya Iyengar,12169.0,56,[],,[],Other
19LIHDDSHBD5NyYHI3gpzB,Shilpa Rao,1178836.0,66,"['filmi', 'modern bollywood']",,"['Other', 'Other']",Other
4vpGVGgxSDcCTmqYbsOnsn,Amber Coffman,14704.0,65,['art pop'],,['Pop'],Pop
0PN0fbe41KbuzlRYnoajNm,Antonio Aguilar,2398601.0,69,"['mariachi', 'musica mexicana', 'ranchera']",,"['Other', 'Other', 'Other']",Other
5whwFeuDSOzWgGAUs8KTUI,Los Dorados,31190.0,59,[],,[],Other
6S2tas4z6DyIklBajDqJxI,Infected Mushroom,652184.0,58,['psychedelic trance'],,['Electronic'],Electronic
6L7a6wPGpvLtTwOsMLnF1z,D-Block & S-te-Fan,173376.0,61,"['classic hardstyle', 'euphoric hardstyle', 'rawstyle']",,"['Other', 'Other', 'Other']",Other
3SNKhPPfra7g7Crq1QA330,Lucero,150045.0,58,"['latin pop', 'mariachi', 'ranchera']",,"['Pop', 'Other', 'Other']",Pop
25XJqeReVV38w0tR04GGBd,Mainstreet,218290.0,77,"['trap carioca', 'trap funk']",,"['Other', 'Other']",Other
56x8mYvS3cyDGAi8N2FxbB,Randy Houser,928554.0,60,"['contemporary country', 'country', 'country road', 'modern country rock']",,"['Country', 'Country', 'Other', 'Rock']",Country
3twuAojvYNrlWZpMkxLm3P,Daveed Diggs,73110.0,65,['alternative hip hop'],,['Hip-Hop'],Hip-Hop
0NErdIJtuKBjtxKmlqaWdj,Divya Kumar,233543.0,62,"['desi pop', 'filmi', 'indian folk', 'modern bollywood']",,"['Pop', 'Other', 'Folk', 'Other']",Pop
4DWuml4Jf6K81b5rAPwMb6,Clementine Douglas,2326.0,58,[],,[],Other
5ZGrM7y0Z6yF3s9dBjHWi9,Grupo Clasificado,58848.0,57,"['corrido', 'corridos tumbados', 'musica mexicana', 'nueva musica mexicana', 'sierreno']",,"['Other', 'Other', 'Other', 'Other', 'Other']",Other
1xT5p0VBpnZDrvVSjX9sri,Dash Berlin,523764.0,58,"['big room', 'dutch trance', 'edm', 'pop dance', 'progressive house', 'trance', 'uplifting trance']",,"['Other', 'Electronic', 'Electronic', 'Other', 'Electronic', 'Electronic', 'Electronic']",Electronic
4JqpJeNOhP6bAkolNMLwFg,Jean Deaux,123931.0,56,"['alternative r&b', 'escape room', 'high vibe', 'indie r&b', 'indie soul', 'r&b', 'viral rap']",,"['R&B', 'Other', 'Other', 'R&B', 'R&B', 'R&B', 'Hip-Hop']",R&B
3iMzbvXlgNUpoFccD60bvr,Prezioso,80586.0,67,"['eurodance', 'italo dance']",,"['Other', 'Other']",Other
77tAOnDaIyO7H70yxk3bMF,Karan Malhotra,590.0,56,['mumbai indie'],,['Other'],Other
5zCaQxjl110XTrm4LQ1CxY,Herbert von Karajan,144380.0,67,"['classical', 'classical performance', 'orchestral performance']",,"['Classical', 'Other', 'Other']",Classical
4UhExRgMW9QR7oNmTI2lPG,Arrested Youth,109799.0,56,"['modern alternative rock', 'modern rock', 'rock']",,"['Rock', 'Rock', 'Rock']",Rock
34b7j3TqM5ramjmt2mc8tB,Chill Fruits Music,71692.0,76,['lo-fi product'],,['Other'],Other
1z8Z3JjXWNa7xbeXcyFZMt,Los Yonic's,1354692.0,64,"['grupera', 'gruperas inmortales', 'musica mexicana', 'ranchera', 'tropical']",,"['Other', 'Other', 'Other', 'Other', 'Other']",Other
35l9BRT7MXmM8bv2WDQiyB,beabadoobee,1228534.0,73,"['bedroom pop', 'bubblegrunge', 'indie pop', 'pop']",,"['Pop', 'Rock', 'Pop', 'Pop']",Pop
2Wpsydr0xZekaBFNQ0OSKd,Yunggoth✰,227716.0,56,"['dark trap', 'emo rap', 'underground hip hop']",,"['Hip-Hop', 'Hip-Hop', 'Hip-Hop']",Hip-Hop
4IjHltwoSKbUeZLPeULyDe,Nahuel Pennisi,82570.0,59,['folklore argentino'],,['Other'],Other
5j8Q0VC4Be4yhcQ1tf8Sh7,Limi-T 21,38805.0,56,"['dominican pop', 'merengue']",,"['Pop', 'Other']",Pop
2dhLVCzAEMbAu1SSkAoOGV,JØRD,158929.0,56,['brazilian edm'],,['Electronic'],Electronic
14H7ag1wpQOsPPQJOD6Dqr,Zero 7,464052.0,57,"['downtempo', 'electronica', 'nu jazz', 'trip hop']",,"['Other', 'Other', 'Jazz', 'Other']",Jazz
2JSjCHK79gdaiPWdKiNUNp,Dionne Warwick,746810.0,60,"['adult standards', 'brill building pop', 'disco', 'mellow gold', 'quiet storm', 'soft rock', 'soul']",,"['Other', 'Pop', 'Other', 'Other', 'Other', 'Rock', 'R&B']",Pop
4Cqia9vrAbm7ANXbJGXsTE,Slash,2690855.0,58,"['hard rock', 'rock']",,"['Rock', 'Rock']",Rock
